NO.1,NO.2,NO.3,NDX
223.246,240.883,232.042,240.883
240.796,259.819,251.03,259.819
257.341,277.671,269.013,277.671
268.279,289.474,280.955,289.474
280.422,302.576,293.846,302.576
285.522,308.078,299.163,308.078
286.105,308.708,299.666,308.708
287.135,309.82,301.008,309.82
284.711,307.204,299.009,307.204
279.581,301.669,295.253,301.669
271.396,292.837,286.034,292.837
266.137,287.163,280.144,287.163
255.607,275.8,268.783,275.8
232.37,250.728,243.888,250.728
211.362,228.061,221.02,228.061
196.331,211.841,204.689,211.841
185.613,200.276,193.19,200.276
179.292,193.457,186.367,193.457
176.932,190.911,183.661,190.911
177.012,190.996,183.679,190.996
182.716,197.15,189.576,197.15
192.009,207.178,199.391,207.178
206.284,222.581,214.362,222.581
221.834,239.359,230.781,239.359
242.003,261.121,252.128,261.121
263.001,283.779,274.826,283.779
277.783,299.728,290.94,299.728
287.852,310.593,301.969,310.593
295.887,319.262,310.64,319.262
304.59,328.653,319.363,328.653
304.651,328.719,320.108,328.719
301.725,325.562,317.779,325.562
294.366,317.621,310.944,317.621
287.169,309.855,304.854,309.855
276.094,297.905,292.667,297.905
270.041,291.375,285.944,291.375
257.738,278.1,272.742,278.1
235.566,254.177,248.614,254.177
213.699,230.582,224.825,230.582
198.263,213.927,207.828,213.927
186.852,201.613,195.442,201.613
180.176,194.411,188.067,194.411
175.738,189.622,183.205,189.622
174.344,188.118,181.647,188.118
180.361,194.609,187.799,194.609
188.022,202.877,196.023,202.877
201.66,217.591,210.193,217.591
218.228,235.469,227.492,235.469
235.9,254.537,246.289,254.537
251.654,271.535,263.159,271.535
263.559,284.381,276.167,284.381
267.16,288.266,281.018,288.266
263.628,284.456,278.077,284.456
255.023,275.17,268.206,275.17
252.819,272.792,265.592,272.792
242.889,262.077,254.868,262.077
248.148,267.752,260.071,267.752
244.244,263.54,256.197,263.54
234.47,252.993,245.899,252.993
228.62,246.681,239.821,246.681
217.696,234.894,227.988,234.894
199.294,215.039,208.439,215.039
182.748,197.186,190.319,197.186
172.072,185.667,178.76,185.667
163.639,176.566,169.77,176.566
157.582,170.032,163.37,170.032
156.221,168.563,161.817,168.563
157.759,170.223,163.376,170.223
164.291,177.27,170.284,177.27
173.124,186.801,179.84,186.801
187.877,202.72,195.284,202.72
200.989,216.867,208.626,216.867
212.281,229.052,220.629,229.052
226.755,244.67,236.344,244.67
237.164,255.901,247.84,255.901
243.391,262.62,255.16,262.62
252.214,272.139,264.681,272.139
254.988,275.132,267.997,275.132
261.968,282.665,275.268,282.665
265.136,286.083,279.055,286.083
263.801,284.641,278.095,284.641
256.892,277.188,270.927,277.188
243.005,262.203,256.164,262.203
238.199,257.017,250.944,257.017
229.616,247.757,241.807,247.757
211.842,228.577,222.796,228.577
189.122,204.064,198.462,204.064
173.628,187.344,181.72,187.344
162.669,175.52,169.793,175.52
153.363,165.48,159.864,165.48
147.156,158.782,153.214,158.782
144.094,155.477,149.872,155.477
144.523,155.94,150.24,155.94
148.196,159.903,154.234,159.903
154.788,167.016,161.513,167.016
167.33,180.549,175.03,180.549
181.992,196.369,190.733,196.369
194.236,209.581,203.962,209.581
203.804,219.905,214.15,219.905
211.386,228.085,222.357,228.085
216.34,233.431,227.839,233.431
220.008,237.389,231.863,237.389
225.105,242.889,237.332,242.889
227.887,245.891,240.486,245.891
228.527,246.582,241.368,246.582
224.18,241.891,236.692,241.891
213.419,230.279,225.08,230.279
204.446,220.597,215.343,220.597
195.998,211.483,206.182,211.483
178.301,192.387,187.16,192.387
160.623,173.312,168.043,173.312
147.394,159.039,153.644,159.039
136.754,147.558,142.156,147.558
129.012,139.204,133.954,139.204
126.987,137.02,131.567,137.02
124.546,134.386,128.963,134.386
123.918,133.708,128.32,133.708
125.63,135.556,130.299,135.556
134.258,144.865,139.81,144.865
151.626,163.605,158.515,163.605
170.036,183.47,178.223,183.47
184.928,199.538,194.169,199.538
199.35,215.1,209.423,215.1
209.526,226.078,220.533,226.078
219.362,236.692,231.171,236.692
224.689,242.44,237.103,242.44
231.789,250.1,244.809,250.1
236.275,254.942,249.825,254.942
240.012,258.974,253.885,258.974
236.582,255.273,250.278,255.273
231.024,249.276,243.864,249.276
226.949,244.878,239.52,244.878
217.101,234.253,228.703,234.253
199.422,215.176,209.226,215.176
179.95,194.167,188.058,194.167
164.784,177.802,171.646,177.802
155.543,167.832,161.681,167.832
147.795,159.471,153.47,159.471
147.018,158.632,152.314,158.632
148.443,160.171,153.773,160.171
153.825,165.977,159.385,165.977
164.581,177.584,170.692,177.584
177.037,191.023,183.472,191.023
191.606,206.744,198.732,206.744
207.895,224.319,216.08,224.319
222.275,239.835,231.41,239.835
232.435,250.797,242.371,250.797
244.868,264.214,255.665,264.214
250.742,270.552,262.191,270.552
257.753,278.116,269.824,278.116
261.214,281.851,273.695,281.851
264.045,284.905,277.091,284.905
265.034,285.972,278.653,285.972
256.865,277.157,270.44,277.157
243.441,262.674,256.166,262.674
234.709,253.252,246.782,253.252
221.27,238.751,232.434,238.751
198.456,214.134,207.545,214.134
176.77,190.735,184.157,190.735
162.044,174.845,168.145,174.845
152.419,164.461,157.776,164.461
145.038,156.497,149.952,156.497
141.668,152.861,146.395,152.861
141.105,152.252,145.849,152.252
148.677,160.423,153.75,160.423
157.257,169.68,162.826,169.68
167.232,180.444,173.219,180.444
179.197,193.354,185.582,193.354
191.213,206.319,198.036,206.319
202.835,218.86,210.441,218.86
211.262,227.953,219.506,227.953
220.381,237.792,229.381,237.792
227.769,245.764,237.61,245.764
233.871,252.348,244.388,252.348
240.022,258.985,251.243,258.985
244.204,263.496,256.041,263.496
244.519,263.836,256.539,263.836
237.856,256.648,249.763,256.648
225.347,243.15,236.531,243.15
218.134,235.367,228.858,235.367
206.238,222.531,216.159,222.531
186.181,200.889,194.317,200.889
168.3,181.596,174.784,181.596
151.17,163.112,156.484,163.112
144.446,155.857,149.185,155.857
139.304,150.31,143.708,150.31
137.615,148.486,141.891,148.486
138.741,149.702,143.124,149.702
144.093,155.476,148.786,155.476
154.329,166.521,159.791,166.521
164.729,177.742,170.485,177.742
171.333,184.869,177.074,184.869
182.447,196.861,188.61,196.861
195.236,210.66,202.105,210.66
207.837,224.257,215.667,224.257
218.993,236.293,227.951,236.293
230.442,248.648,240.226,248.648
243.408,262.638,253.998,262.638
252.004,271.913,263.483,271.913
258.129,278.522,270.425,278.522
260.131,280.681,272.998,280.681
255.393,275.57,268.348,275.57
243.966,263.24,256.179,263.24
241.178,260.231,252.952,260.231
230.777,249.009,241.641,249.009
207.412,223.798,216.676,223.798
188.392,203.275,195.876,203.275
173.02,186.688,179.461,186.688
162.74,175.597,168.421,175.597
154.491,166.696,159.753,166.696
151.934,163.937,156.875,163.937
151.288,163.241,156.253,163.241
158.513,171.036,163.774,171.036
168.693,182.02,174.702,182.02
178.68,192.796,185.074,192.796
187.819,202.658,194.428,202.658
190.692,205.757,197.581,205.757
195.418,210.856,202.43,210.856
199.048,214.774,206.421,214.774
210.013,226.605,218.222,226.605
226.717,244.629,236.249,244.629
241.153,260.204,252.091,260.204
255.033,275.181,267.145,275.181
261.245,281.884,274.382,281.884
259.449,279.946,270.983,279.946
257.414,277.75,269.938,277.75
248.211,267.82,260.005,267.82
244.801,264.141,256.278,264.141
233.47,251.914,244.24,251.914
213.236,230.082,222.565,230.082
189.093,204.032,196.466,204.032
175.477,189.34,181.536,189.34
165.297,178.355,170.864,178.355
158.419,170.935,163.633,170.935
154.755,166.982,159.75,166.982
155.432,167.711,160.563,167.711
161.42,174.173,166.878,174.173
172.273,185.883,178.475,185.883
181.942,196.315,188.626,196.315
194.714,210.096,201.703,210.096
209.582,226.139,217.345,226.139
222.965,240.579,231.892,240.579
236.594,255.286,246.531,255.286
244.663,263.992,255.468,263.992
253.702,273.744,265.448,273.744
259.554,280.06,272,280.06
260.373,280.944,273.277,280.944
263.51,284.328,276.92,284.328
258.413,278.829,271.965,278.829
248.323,267.942,261.446,267.942
233.354,251.789,245.694,251.789
226.913,244.84,238.571,244.84
214.696,231.657,225.321,231.657
198.027,213.671,207.327,213.671
177.66,191.696,185.627,191.696
160.809,173.514,167.615,173.514
148.826,160.583,154.748,160.583
143.267,154.586,148.548,154.586
138.409,149.344,143.274,149.344
134.906,145.564,139.587,145.564
133.768,144.335,138.45,144.335
135.393,146.09,140.394,146.09
141.962,153.177,147.635,153.177
156.588,168.958,163.303,168.958
166.53,179.687,173.953,179.687
174.495,188.28,182.316,188.28
177.547,191.574,185.573,191.574
179.968,194.185,188.246,194.185
183.681,198.193,192.166,198.193
185.733,200.406,194.501,200.406
190.953,206.038,200.078,206.038
193.286,208.557,202.554,208.557
194.152,209.49,203.545,209.49
187.906,202.751,197.195,202.751
178.747,192.869,187.251,192.869
174.439,188.221,182.727,188.221
168.068,181.346,175.795,181.346
152.937,165.019,159.598,165.019
139.106,150.095,144.809,150.095
128.03,138.144,132.9,138.144
122.37,132.038,126.714,132.038
118.074,127.403,122.135,127.403
115.547,124.676,119.423,124.676
116.377,125.57,120.145,125.57
116.468,125.67,120.37,125.67
120.644,130.175,124.909,130.175
127.055,137.093,131.946,137.093
138.431,149.367,144.299,149.367
149.956,161.803,156.7,161.803
156.282,168.629,163.557,168.629
165.591,178.673,173.398,178.673
173.565,187.277,182.062,187.277
184.484,199.059,193.747,199.059
187.586,202.406,197.644,202.406
192.541,207.753,203.199,207.753
189.5,204.471,200.922,204.471
186.676,201.423,198.386,201.423
183.326,197.81,195.043,197.81
180.422,194.676,191.617,194.676
182.133,196.522,193.182,196.522
173.37,187.066,183.133,187.066
161.199,173.935,169.163,173.935
146.819,158.417,153.289,158.417
138.506,149.449,143.97,149.449
132.246,142.693,137.164,142.693
129.905,140.167,134.469,140.167
128.94,139.126,133.469,139.126
132.053,142.486,136.648,142.486
139.43,150.445,144.393,150.445
152.68,164.741,158.498,164.741
164.066,177.027,170.147,177.027
171.072,184.587,177.15,184.587
174.341,188.114,180.537,188.114
177.815,191.863,184.29,191.863
180.392,194.644,187.007,194.644
183.952,198.484,190.553,198.484
183.062,197.524,189.628,197.524
183.426,197.916,189.804,197.916
183.213,197.687,189.663,197.687
184.348,198.911,191.227,198.911
187.56,202.378,194.958,202.378
185.674,200.343,193.582,200.343
181.471,195.808,189.423,195.808
183.68,198.191,191.738,198.191
175.9,189.796,183.318,189.796
163.08,175.963,169.373,175.963
149.593,161.411,154.852,161.411
140.235,151.313,144.764,151.313
135.344,146.036,139.527,146.036
133.958,144.541,138.006,144.541
134.142,144.74,138.147,144.74
135.944,146.684,140.16,146.684
144.386,155.793,149.009,155.793
158.317,170.824,163.969,170.824
167.633,180.877,173.67,180.877
173.468,187.173,179.392,187.173
178.452,192.55,184.505,192.55
184.028,198.566,190.274,198.566
189.03,203.964,195.369,203.964
189.151,204.095,195.592,204.095
193.026,208.276,199.542,208.276
192.454,207.658,199.096,207.658
192.27,207.46,199.088,207.46
188.627,203.528,195.889,203.528
189.373,204.334,197.287,204.334
187.747,202.58,196.199,202.58
185.997,200.691,194.628,200.691
188.378,203.261,197.159,203.261
179.268,193.43,187.325,193.43
166.286,179.422,172.979,179.422
150.502,162.392,155.925,162.392
141.34,152.506,145.964,152.506
136.124,146.878,140.306,146.878
133.249,143.775,137.277,143.775
132.793,143.283,136.787,143.283
136.151,146.907,140.298,146.907
143.205,154.519,148.102,154.519
157.946,170.425,164.242,170.425
165.825,178.926,172.078,178.926
169.2,182.567,175.084,182.567
172.888,186.546,178.819,186.546
176.963,190.943,182.927,190.943
179.969,194.187,185.948,194.187
179.707,193.905,185.684,193.905
180.437,194.692,186.373,194.692
177.605,191.637,183.576,191.637
179.714,193.911,185.842,193.911
181.385,195.715,188.01,195.715
182.118,196.506,189.409,196.506
181.348,195.674,189.127,195.674
182.576,196.999,190.714,196.999
184.729,199.322,193.068,199.322
178.073,192.142,185.93,192.142
165.736,178.83,172.277,178.83
151.077,163.013,156.428,163.013
143.124,154.431,147.737,154.431
136.552,147.339,140.754,147.339
133.132,143.649,137.211,143.649
132.914,143.414,136.993,143.414
134.55,145.179,138.83,145.179
143.477,154.811,148.417,154.811
157.487,169.929,163.83,169.929
167.527,180.762,173.847,180.762
172.61,186.247,178.731,186.247
178.133,192.205,184.218,192.205
182.301,196.704,188.431,196.704
186.574,201.313,192.848,201.313
190.107,205.125,196.433,205.125
194.607,209.981,200.998,209.981
199.593,215.362,206.093,215.362
201.259,217.159,207.868,217.159
203.873,219.98,210.928,219.98
201.981,217.937,209.7,217.937
201.985,217.942,210.417,217.942
200.561,216.406,209.263,216.406
203.803,219.904,212.787,219.904
195.554,211.004,204.018,211.004
179.229,193.388,186.393,193.388
164.537,177.536,170.484,177.536
155.059,167.31,160.323,167.31
147.807,159.484,152.666,159.484
144.934,156.385,149.618,156.385
144.154,155.542,148.781,155.542
144.667,156.095,149.44,156.095
153.218,165.322,158.658,165.322
164.764,177.78,171.832,177.78
176.401,190.337,183.684,190.337
188.263,203.136,195.388,203.136
202.824,218.847,210.023,218.847
217.596,234.787,225.164,234.787
232.831,251.226,240.99,251.226
246.69,266.18,255.958,266.18
259.322,279.808,269.576,279.808
270.101,291.439,281.439,291.439
275.348,297.102,287.813,297.102
273.469,295.073,286.242,295.073
264.436,285.328,277.252,285.328
250.757,270.568,263.521,270.568
239.082,257.971,251.497,257.971
234.682,253.223,246.774,253.223
222.819,240.422,233.849,240.422
201.504,217.423,211.044,217.423
182.183,196.576,190.286,196.576
165.994,179.108,172.886,179.108
157.277,169.702,163.319,169.702
149.803,161.637,155.323,161.637
147.146,158.771,152.312,158.771
145.344,156.827,150.364,156.827
145.626,157.131,150.705,157.131
149.986,161.835,155.467,161.835
161.052,173.775,167.331,173.775
177.883,191.937,185.467,191.937
197.729,213.35,206.497,213.35
219.141,236.454,229.45,236.454
237.465,256.226,249.287,256.226
251.303,271.157,264.425,271.157
262.508,283.246,276.628,283.246
269.339,290.617,284.103,290.617
268.824,290.061,284.174,290.061
236.288,254.956,251.273,254.956
221.817,239.34,234.33,239.34
213.65,230.529,224.798,230.529
205.383,221.608,215.302,221.608
201.892,217.841,211.334,217.841
195.277,210.704,204.169,210.704
180.653,194.926,188.747,194.926
165.084,178.125,172.026,178.125
153.443,165.565,159.436,165.565
142.495,153.752,147.883,153.752
136.814,147.623,142.084,147.623
131.037,141.389,135.995,141.389
130.743,141.071,135.457,141.071
130.948,141.293,135.7,141.293
134.208,144.81,139.344,144.81
143.65,154.998,149.564,154.998
159.623,172.233,166.751,172.233
177.037,191.023,185.243,191.023
190.18,205.204,199.033,205.204
199.013,214.736,208.153,214.736
208.852,225.351,218.546,225.351
215.354,232.368,225.776,232.368
217.802,235.009,228.9,235.009
222.58,240.165,234.616,240.165
217.779,234.984,230.195,234.984
217.107,234.258,229.604,234.258
210.112,226.712,222.147,226.712
203.851,219.956,215.615,219.956
205.534,221.771,217.119,221.771
191.7,206.844,201.997,206.844
174.83,188.641,183.424,188.641
156.565,168.933,163.581,168.933
142.951,154.244,148.871,154.244
135.511,146.217,140.776,146.217
131.078,141.433,135.91,141.433
129.462,139.69,134.107,139.69
130.491,140.801,135.25,140.801
138.646,149.6,144.149,149.6
155.725,168.028,162.674,168.028
168.039,181.315,174.802,181.315
175.449,189.31,181.856,189.31
186.401,201.128,193.281,201.128
197.978,213.618,205.369,213.618
208.172,224.619,215.997,224.619
216.981,234.122,225.577,234.122
224.399,242.126,233.71,242.126
233.804,252.276,243.842,252.276
239.796,258.74,250.526,258.74
245.069,264.43,256.666,264.43
246.421,265.888,258.61,265.888
240.108,259.076,252.449,259.076
227.737,245.728,239.425,245.728
227.587,245.567,239.137,245.567
211.037,227.709,221.389,227.709
188.262,203.136,196.309,203.136
165.791,178.889,172.219,178.889
153.905,166.064,159.403,166.064
144.981,156.435,149.892,156.435
138.427,149.363,143.054,149.363
138.013,148.916,142.437,148.916
140.445,151.54,145.006,151.54
148.967,160.735,154.233,160.735
163.59,176.513,170.34,176.513
172.832,186.487,179.384,186.487
180.602,194.87,186.836,194.87
191.085,206.182,197.671,206.182
205.674,221.922,212.89,221.922
217.141,234.296,225.07,234.296
226.636,244.541,234.585,244.541
233.104,251.52,240.881,251.52
236.361,255.034,244.534,255.034
239.452,258.37,247.973,258.37
242.125,261.253,251.342,261.253
243.264,262.482,252.942,262.482
237.51,256.274,247.464,256.274
230.714,248.94,240.474,248.94
231.087,249.343,240.965,249.343
217.636,234.83,226.497,234.83
193.88,209.197,201.199,209.197
174.323,188.094,180.197,188.094
160.994,173.712,165.996,173.712
152.772,164.841,157.336,164.841
147.558,159.215,151.933,159.215
145.982,157.514,150.171,157.514
145.839,157.36,150.175,157.36
153.884,166.041,158.754,166.041
169.364,182.745,175.471,182.745
177.152,191.148,183.172,191.148
184.967,199.579,190.632,199.579
195.88,211.354,201.746,211.354
208.907,225.411,215.498,225.411
215.796,232.845,223.178,232.845
221.551,239.053,229.339,239.053
229.396,247.519,237.243,247.519
237.225,255.967,245.354,255.967
241.116,260.165,249.615,260.165
243.938,263.21,254.037,263.21
244.412,263.722,255.908,263.722
239.912,258.865,251.608,258.865
228.649,246.712,240.083,246.712
228.784,246.859,240.343,246.859
214.043,230.952,224.241,230.952
191.145,206.246,199.447,206.246
171.451,184.997,178.192,184.997
159.207,171.785,164.869,171.785
149.697,161.524,154.819,161.524
145.372,156.857,150.283,156.857
143.469,154.804,148.234,154.804
142.24,153.478,147.099,153.478
150.579,162.475,156.041,162.475
167.638,180.882,174.713,180.882
177.192,191.191,184.135,191.191
183.03,197.49,189.484,197.49
191.04,206.132,197.664,206.132
201.172,217.064,208.497,217.064
